이미지,제목,벅스 링크
https://img.youtube.com/vi/CR3qPPQZbm4/maxresdefault.jpg,"[Playlist] 이 순간, 이 공기, 이 속도 그대로 | 모든 순간이 영화가 되는 드라이브 플레이리스트 with 폭스바겐 | trendy drive pop",http://bugs.kr/!volkswagen
https://img.youtube.com/vi/yvvKr7QqdGs/maxresdefault.jpg,"[Playlist] 루프탑 아래, 어깨가 들썩이는 Funky House 🍋🍺ㅣFunky Rooftop House 🍋🍺",http://bugs.kr/!yt0145
https://img.youtube.com/vi/6yu6Qmy5cBE/maxresdefault.jpg,[Playlist] 석양의 나른함과 감성 닮은 Vintage MoodㅣLanguid Vintage Mood,http://bugs.kr/!yt0102
https://img.youtube.com/vi/L3m5ZAOfcp4/maxresdefault.jpg,"[Playlist] 분위기가 너무 좋은데, 이 노래 뭔가요? | 홈파티할 때 틀기 좋은 힙한 팝송 | hip & groove pop songs",http://bugs.kr/!yt54589
https://img.youtube.com/vi/r-hnJtdBes4/maxresdefault.jpg,"[Playlist] 시원한 공기, 후드집업과 이어폰만 있으면 돼🎧ㅣAll you need is a hoodie zip-up and earphones🎧",http://bugs.kr/!yt0184
https://img.youtube.com/vi/-g3kAMoCPks/maxresdefault.jpg,[Playlist] 재즈가 끌리면 가을 🍂 | 가을에 어울리는 영화 속 재즈 모음 | jazz music for autumn 🍂,http://bugs.kr/!ytbugscgv
https://img.youtube.com/vi/-g3kAMoCPks/maxresdefault.jpg,[Playlist] 재즈가 끌리면 가을 🍂 | 가을에 어울리는 영화 속 재즈 모음 | jazz music for autumn 🍂,http://bugs.kr/!yt24528
https://img.youtube.com/vi/eqlpmlo0O4g/maxresdefault.jpg,[Playlist] 알지? 인생은 롤러코스터야 🎢ㅣ힘찬 하루를 만들어 줄 신나는 팝락ㅣlife is a rollercoaster 🎢,http://bugs.kr/!yt0248
https://img.youtube.com/vi/3F46AKJq8ts/maxresdefault.jpg,[Playlist] 잔잔하게 들려오는 파도소리와 함께 🏖 | 휴양지에서 듣는 나른한 melody | chill out seaside music 🏖,http://bugs.kr/!yt48124
https://img.youtube.com/vi/jC5zi-rrnFg/maxresdefault.jpg,[Playlist] 누가 이 파티 주인공이야? 바로 나!ㅣ주인공 파티 등장씬에 넣고 싶은 BGMㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0087
https://img.youtube.com/vi/kdWXlqYFrCM/maxresdefault.jpg,[Playlist] 칩거 생활이 재밌는 건 음악 때문이야!ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0092
https://img.youtube.com/vi/hnP1rGxhh30/maxresdefault.jpg,[Playlist] 너가 '자기야 미안해' 했잖아? 플리 이딴 거 안 나왔어 | 지나간 연애가 후회될 때 듣는 발라드 | korean sad ballad songs,http://bugs.kr/!yt62952
https://img.youtube.com/vi/koy-urF15Vo/maxresdefault.jpg,[Playlist] 샤워 후 말랑말랑한 기분으로 들어봐요ㅣ달달한 배쓰밤 같은 소프트 알앤비ㅣsweet bath time soft R&B 🧼,http://bugs.kr/!yt0236
https://img.youtube.com/vi/suWSpJXTpHs/maxresdefault.jpg,[Playlist] 가을 저녁 어스름이 깔릴 때 ㅣ가을밤 산책길에 듣기 좋은 멜로우 인디ㅣautumn night mellow k-indie 🌗,http://bugs.kr/!yt0259
https://img.youtube.com/vi/WE75xP-ix7s/maxresdefault.jpg,"[Playlist] 노을 진 저녁, 혼자만의 시간🌇 | 봄밤에 듣는 그루브한 BGM | Soulful & RnB",http://bugs.kr/!yt57196
https://img.youtube.com/vi/LvIgutXwTCI/maxresdefault.jpg,[Playlist] 어디로 튈지 모르는 나의 즐거운 퇴근길!ㅣ인트로부터 두둠칫 드라이브 팝송ㅣon my way home! can't stop the feeling,http://bugs.kr/!yt0033
https://img.youtube.com/vi/omN2gwYdYXk/maxresdefault.jpg,[Playlist] 날도 더운데 여름맛 재즈 원샷하세요🍹 | summer tropical jazz🍹,http://bugs.kr/!yt58256
https://img.youtube.com/vi/tLvJ7EEDErE/maxresdefault.jpg,[Playlist] 꿈과 마법의 나라로! 놀이공원에서 맞이하는 크리스마스 🎄ㅣtheme park christmas music ✨,http://bugs.kr/!yt0261
https://img.youtube.com/vi/UVXC7Og-Xr4/maxresdefault.jpg,[Playlist] 우리의 피크닉은 이런 느낌일 거야 | early summer picnic🌳,http://bugs.kr/!yt65449
https://img.youtube.com/vi/yci95KHiY-U/maxresdefault.jpg,[Playlist] 쉿! 여러분만 알려줄게요👀ㅣ나만 알고 싶은 감성 촉촉한 트렌디 POPㅣsentimental trendy pop that only I want to know,http://bugs.kr/!yt0208
https://img.youtube.com/vi/Mch0tvbuRFQ/maxresdefault.jpg,[Playlist] 답답한 일상에 해피 바이러스가 팡! 팡! ✨ㅣ반짝거리는 연말 번화가에서 들릴법한 Trendy PopㅣBest Retro/Electro Pop 2020 ✨,http://bugs.kr/!yt0197
https://img.youtube.com/vi/xbZSKi7-YFc/maxresdefault.jpg,"[Playlist] 오후 4시의 한적한 ZARA, H&M ㅣSPA 브랜드 감성의 세련된 일렉팝 플레이리스트 ㅣBest Electro Pop Of 2019",http://bugs.kr/!yt0048
https://img.youtube.com/vi/-31WdmGQzew/maxresdefault.jpg,[Playlist] 친구 차에서 흘러나오면 물어보게 되는 팝ㅣhey friend! what's this song?,http://bugs.kr/!yt0098
https://img.youtube.com/vi/fRmiK9Hxg0M/maxresdefault.jpg,[Playlist] 가을 바람 느껴지는 선선한 드라이브 팝송ㅣ추석 차안에서 듣는 경쾌한 팝송 추천,http://bugs.kr/!yt0015
https://img.youtube.com/vi/Tx6Z6a4nEz0/maxresdefault.jpg,"[Playlist] 이거 참 시티팝 듣기 딱 좋은 날씨네ㅣ습기 가득한 여름밤, 서울 도심을 빛내는 그루브 시티팝 ✨ㅣsummer night drive citypop/kpop",http://bugs.kr/!yt0238
https://img.youtube.com/vi/LfMun-Qq3I4/maxresdefault.jpg,[Playlist] 늦은 밤 사색에 잠기다 lofi sentimentalㅣContemplation at Late Night,http://bugs.kr/!yt0123
https://img.youtube.com/vi/VVc7X4lSO4w/maxresdefault.jpg,[Playlist] 사장님 지금 이 노래 제목 뭐예요??ㅣ선곡 맛집 카페에서 들리는 BGMㅣtrendy coffee shop playlist 🥨,http://bugs.kr/!yt0202
https://img.youtube.com/vi/8HSVLnYKD_E/maxresdefault.jpg,[Playlist] 오늘도 화이팅!ㅣ기분 좋게 시작할 수 있는 Fresh Vibe ☀️ㅣit's gonna be a great day ☀️,http://bugs.kr/!yt0209
https://img.youtube.com/vi/Px3gxOBpWRI/maxresdefault.jpg,[Playlist] 조용히 무너져 내린 날 | sad songs to cry to at 3am,http://bugs.kr/!yt56454
https://img.youtube.com/vi/ncOfAbfP-Vo/maxresdefault.jpg,[Playlist] ✨ 유튜브 트렌딩 Top15 : 2020년 8월 ✨ㅣYouTube Trending Top 15 : August 2020,http://bugs.kr/!yt0156
https://img.youtube.com/vi/RYoOL4xXgR0/maxresdefault.jpg,"[Playlist] 화창한 봄날, 여유로운 일상의 BGM 🌻ㅣ산뜻한 사클 감성 플레이리스트ㅣsongs to while away the afternoon in spring 🌻",http://bugs.kr/!yt0220
https://img.youtube.com/vi/iycufhdkUuw/maxresdefault.jpg,[Playlist] 여기 세련미 넘치고 신나요ㅣ금요일 저녁 힙한 루프탑 라운지로 순.간.이.동.ㅣTGIF! classy rooftop bars music 🍸,http://bugs.kr/!0219
https://img.youtube.com/vi/yrU3ac44mWQ/maxresdefault.jpg,[Playlist] 따뜻한 크리스마스 냄새가 나죠? ☕🎄 | 분위기 좋은 연말의 재즈 카페 플레이리스트 | Best Christmas Jazz Cafe Music,http://bugs.kr/!yt0189
https://img.youtube.com/vi/4rCMoRQi2Ms/maxresdefault.jpg,[Playlist] 여름날 기분 전환이 필요할 때 이런 음악 vol. 3ㅣSummer refresh vol. 3,http://bugs.kr/!yt0160
https://img.youtube.com/vi/WsjH2ICchhs/maxresdefault.jpg,[Playlist] 가볍게! 자극적이지 않은 달짝지근 데일리 팝!ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0094
https://img.youtube.com/vi/-_0Va73xDTM/maxresdefault.jpg,[Playlist] 핫플에는 힙한 음악이 있지ㅣ세상 힙한 편집숍에 흐르는 쿨 바이브ㅣit's lit! trendy store music 🧃,http://bugs.kr/!yt0250
https://img.youtube.com/vi/Brx9v70_n2A/maxresdefault.jpg,[Playlist] 아침 공기 상쾌하게 ☀️ㅣ몸치도 그루브 타게 만드는 Cool Vibeㅣgood morning summer ☀️,http://bugs.kr/!yt0244
https://img.youtube.com/vi/bmyeHpAcsXY/maxresdefault.jpg,[Playlist] 여름비에 흘려보내고 싶은 것들ㅣfor a rainy summer day 🌧️🌂,http://bugs.kr/!yt0241
https://img.youtube.com/vi/gB7viEtrph0/maxresdefault.jpg,[Playlist] iPhone 11 ProㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0095
https://img.youtube.com/vi/FnMW3SMdX_Y/maxresdefault.jpg,[Playlist] 기분좋은 한 주의 시작!ㅣ산뜻하고 리듬감 좋은 트렌디 팝 플레이리스트ㅣBest Popular Songs Of 2019,http://bugs.kr/!yt0046
https://img.youtube.com/vi/LiXcXDajCH4/maxresdefault.jpg,[Playlist] 선선한 퇴근길에 함께 하고픈 일렉사운드ㅣchillin' in the car on my way home 🚓,http://bugs.kr/!yt0256
https://img.youtube.com/vi/pVg-e34qTbQ/maxresdefault.jpg,[Playlist] 성냥불 같은 시크함ㅣ도시의 밤이 담긴 스타일리시 골목길 펍 플레이리스트ㅣchic pop songs for a city night,http://bugs.kr/!yt0036
https://img.youtube.com/vi/o3QbULP6x-Y/maxresdefault.jpg,[Playlist] 마지막 여름밤을 붙잡아 | late summer night pop,http://bugs.kr/!yt59107
https://img.youtube.com/vi/yni45ID2qCc/maxresdefault.jpg,[Playlist] 힙하게 시작하는 하루! 상쾌하고 감각적인 팝송 모음ㅣ트렌디하고 신나는 팝송 모음ㅣsongs to make my day,http://bugs.kr/!yt0018
https://img.youtube.com/vi/fMPHJtzuHqk/maxresdefault.jpg,[Playlist] 벨벳처럼 부드럽고 로맨틱하게ㅣ분위기 가득한 겨울밤을 위한 플레이리스트 🍷ㅣromantic mood in winter night 🍷,http://bugs.kr/!yt0199
https://img.youtube.com/vi/bw9wblTJWh8/maxresdefault.jpg,"[Playlist] 일상에 활력을 안겨줄 경쾌한 재즈연주곡ㅣSpring Jazz For Work, Study",http://bugs.kr/!yt0089
https://img.youtube.com/vi/XaII1HxS_NQ/maxresdefault.jpg,[Playlist] 끝이 좋으면 다 좋은 거야 🍀ㅣ안녕 2023! 기분전환 데일리 팝 with 캐스퍼ㅣdaily drive pop,http://bugs.kr/!CASPER
https://img.youtube.com/vi/4b8-U4b-JKU/maxresdefault.jpg,[Playlist] 여기 대표 메뉴가 플레이리스트래ㅣ압로 핫플에서 들려오는 트렌디 팝 🍒ㅣhipster coffee shop playlist,http://bugs.kr/!yt0260
https://img.youtube.com/vi/_nsARU42xtA/maxresdefault.jpg,[Playlist] 우리의 청춘은 시원한 바람을 타고ㅣ인터라켄의 광활한 자연 속으로ㅣclose your eyes and turn your face into the wind 🌲,http://bugs.kr/!yt0232
https://img.youtube.com/vi/o_PdD6-OhAI/maxresdefault.jpg,[Playlist] 넘어지면 어때? 다시 일어나면 되지!ㅣ당신의 열정을 위한 가슴 벅찬 플레이리스트ㅣcheers to new beginnings 🐯,http://bugs.kr/!yt0267
https://img.youtube.com/vi/mbjT6LJ-ZnI/maxresdefault.jpg,[Playlist] 노을지는 카페 감성! 차분하고 감각적인 로파이ㅣLofi & Jazzhop,http://bugs.kr/!yt0012
https://img.youtube.com/vi/lZi3VXALQzM/maxresdefault.jpg,[Playlist] 독기 충전 완료. | 다크 섹시의 미학을 담은 리드미컬 팝송ㅣpop songs to boost your confidence,http://bugs.kr/!yt55586
https://img.youtube.com/vi/l8gUNzdNOaw/maxresdefault.jpg,[Playlist] 나홀로 별 헤는 밤ㅣ어디선가 다정하게 들려오는 감성팝ㅣsentimental midnight pop ⭐,http://bugs.kr/!yt51585
https://img.youtube.com/vi/jBufpcb95p8/maxresdefault.jpg,[Playlist] 복잡한 머릿속을 정리해볼까? | 아무 생각 없이 쉬면서 듣는 팝송 | weekend vibes pop songs,http://bugs.kr/!yt57461
https://img.youtube.com/vi/6-LSMpXbGv0/maxresdefault.jpg,[Playlist] 긍정 에너지를 채워줄 Refresh Groove!ㅣ새로운 시작에 어울리는 흥겨운 알앤비 팝ㅣhello! refresh daily pop,http://bugs.kr/!yt0063
https://img.youtube.com/vi/7jkK51VMj9Q/maxresdefault.jpg,"[Playlist] 킁킁, 어디서 꽃 냄새 안나요? 🌸ㅣ벚꽃이 만개한 봄! 핑크빛 팝 플레이리스트ㅣcherry blossom spring pop 🌸",http://bugs.kr/!yt0223
https://img.youtube.com/vi/Tu8U2w7fLlU/maxresdefault.jpg,"[Playlist] 너무 좋은데... 괜찮으시겠어요?ㅣ지루한 일상, 가볍게 듣기 좋은 데일리 팝ㅣdamn! this playlist is so good 💙",http://bugs.kr/!yt0229
https://img.youtube.com/vi/hBnVdGkoySM/maxresdefault.jpg,[Playlist] 마스크 벗겨질 뻔! 이태원 라운지 House Mix 🔥ㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0083
https://img.youtube.com/vi/MDr8fmAkgRE/maxresdefault.jpg,[Playlist] 꿀꿀한 하루를 꿀렁이는 하루로!ㅣ힙스터들의 느낌있는 그루브 힙합 플레이리스트ㅣbest hipster music,http://bugs.kr/!yt0038
https://img.youtube.com/vi/SjOl_Bl1l20/maxresdefault.jpg,[Playlist] 내 음악 취향은 엄마 반 아빠 반 | oldies but goodies 60s and 70s,http://bugs.kr/!yt56402
https://img.youtube.com/vi/o5lbl2nl3IA/maxresdefault.jpg,"[Playlist] 우리 사랑이 영화라면 주제가가 되겠지ㅣlike the rain, i have fallen for you ☂️",http://bugs.kr/!yt0226
https://img.youtube.com/vi/WP9fMyb7WhU/maxresdefault.jpg,[Playlist] 달짝지근 기분 좋아지는 Daily Pop 4ㅣsongs for a sweet and pleasant day,http://bugs.kr/!yt0114
https://img.youtube.com/vi/yRxb3_cqxV0/maxresdefault.jpg,"[Playlist] 아아, 여기는 잠수교 🌜 | 잠들기 싫은 널 위한 힙한 사운드ㅣTrendy hiphop for night owls 🌜",http://bugs.kr/!yt0180
https://img.youtube.com/vi/rUht712t7OI/maxresdefault.jpg,[Playlist] 구름처럼 폭신한 Sweet MelodyㅣBest Popular Songs Of 2020,http://bugs.kr/!yt0091
